model,seed,generation,name,label,detail
qwen3.5-27b,0,89,BoundaryConsistentCMAES,runtime_error,"ValueError: operands could not be broadcast together with shapes (4,2,2) (2,2,4) "
qwen3.5-27b,0,93,RobustBoundaryAdaptiveCMAES,runtime_error,"ValueError: matmul: Input operand 1 has a mismatch in its core dimension 0, with gufunc signature (n?,k),(k,m?)->(n?,m?) (size 4 is different from 2)"
qwen3.5-27b,0,94,ReflectiveAdaptiveCMAES,unclassified_success,ok
qwen3.5-27b,0,97,BoundaryStabilizedAdaptiveCMAES,runtime_error,IndexError: boolean index did not match indexed array along axis 1; size of axis is 2 but size of corresponding boolean axis is 1
qwen3.5-27b,0,99,AdaptiveBoundaryBudgetCMAES,runtime_error,"ValueError: operands could not be broadcast together with shapes (2,2) (4,4) "
qwen3.5-27b,1,1,AdaptivePopulationSearch,code_generation,"invalid syntax (<unknown>, line 58)"
qwen3.5-27b,1,2,AdaptivePopulationSearch,runtime_error,NameError: name 'budget' is not defined
qwen3.5-27b,1,4,AdaptiveMultiStrategySearch,unclassified_success,ok
qwen3.5-27b,1,5,AdaptiveMultiOperatorSearch,runtime_error,timeout: exceeded 10s smoke-test budget
qwen3.5-27b,1,7,AdaptiveDifferentialPopulationSearch,runtime_error,IndexError: index 0 is out of bounds for axis 0 with size 0
qwen3.5-27b,1,8,AdaptiveDifferentialPopulationSearch,runtime_error,UnboundLocalError: cannot access local variable 'best_f' where it is not associated with a value
qwen3.5-27b,1,9,AdaptiveMultiStrategyEvolution,runtime_error,IndexError: index 20 is out of bounds for axis 0 with size 20
qwen3.5-27b,1,11,AdaptiveLévyDifferentialEvolution,unclassified_success,ok
qwen3.5-27b,1,14,AdaptiveSuccessHistoryDifferentialEvolution,unclassified_success,ok
qwen3.5-27b,1,15,ImprovedAdaptiveDE,interface_mismatch,__call__ failed: 'float' object cannot be interpreted as an integer
qwen3.5-27b,1,17,RobustAdaptiveDifferentialEvolution,import_violation,collections is currently not allowed to be imported in this framework.
qwen3.5-27b,1,18,AdaptiveCovarianceLévyEvolution,unclassified_success,ok
qwen3.5-27b,1,19,AdaptiveLévyDifferentialEvolution,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,1,21,AdaptiveLévyDifferentialEvolution,runtime_error,AttributeError: module 'numpy' has no attribute 'gamma'
qwen3.5-27b,1,22,AdaptiveLévyDifferentialEvolutionEnhanced,unclassified_success,ok
qwen3.5-27b,1,23,AdaptiveLévyDifferentialEvolution,unclassified_success,ok
qwen3.5-27b,1,25,AdaptiveQuantumDifferentialEvolution,import_violation,"typing, typing are currently not allowed to be imported in this framework."
qwen3.5-27b,1,26,HarmonicAdaptiveDifferentialEvolution,code_generation,"expected an indented block after 'else' statement on line 169 (<unknown>, line 173)"
qwen3.5-27b,1,29,AdaptiveHybridDifferentialEvolution,unclassified_success,ok
qwen3.5-27b,1,30,EnhancedAdaptiveDifferentialEvolution,interface_mismatch,"__call__ failed: float() argument must be a string or a real number, not 'dict'"
qwen3.5-27b,1,31,AdaptiveHybridDEWithMemory,runtime_error,"ValueError: Calling nonzero on 0d arrays is not allowed. Use np.atleast_1d(scalar).nonzero() instead. If the context of this error is of the form `arr[nonzero(cond)]`, just use `arr[cond]`."
qwen3.5-27b,1,33,EnhancedAdaptiveLévyDifferentialEvolution,interface_mismatch,__call__ failed: Axis must be specified when shapes of a and weights differ.
qwen3.5-27b,1,34,AdaptiveMultiSwarmDE,interface_mismatch,__call__ failed: object of type 'int' has no len()
qwen3.5-27b,1,38,RobustAdaptiveDEWithSmartRestarts,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,1,40,HybridAdaptiveDifferentialEvolution,unclassified_success,ok
qwen3.5-27b,1,47,ChaoticAdaptiveParticleSwarm,code_generation,"unindent does not match any outer indentation level (<unknown>, line 139)"
qwen3.5-27b,1,52,AdaptiveDiversityHybridDE,runtime_error,ValueError: low >= high
qwen3.5-27b,1,54,AdaptiveRestartHybridDifferentialEvolution,unclassified_success,ok
qwen3.5-27b,1,57,AdaptiveArchiveDifferentialEvolution,import_violation,collections is currently not allowed to be imported in this framework.
qwen3.5-27b,1,60,AdaptiveHybridMemeticDifferentialEvolution,runtime_error,"ValueError: could not broadcast input array from shape (22,) into shape (10,)"
qwen3.5-27b,1,64,AdaptiveDiversifyingEvolutionaryOptimization,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,1,65,AdaptiveRestartHybridDifferentialEvolution,runtime_error,timeout: exceeded 10s smoke-test budget
qwen3.5-27b,1,74,SuccessHistoryOppositionDifferentialEvolution,code_generation,"expected an indented block after 'else' statement on line 176 (<unknown>, line 180)"
qwen3.5-27b,1,76,SelfAdaptiveOppositionDifferentialEvolution,runtime_error,__init__ raised AttributeError: 'SelfAdaptiveOppositionDifferentialEvolution' object has no attribute 'min_memory'
qwen3.5-27b,1,78,AdaptiveHybridDifferentialEvolution,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,1,79,MultiScaleGeometricSearch,unclassified_success,ok
qwen3.5-27b,1,80,AdaptiveDifferentialEvolutionWithMemoryRestart,runtime_error,timeout: exceeded 10s smoke-test budget
qwen3.5-27b,1,86,AdaptiveCooperativeDifferentialEvolution,runtime_error,NameError: name 'best_idx' is not defined
qwen3.5-27b,1,88,CooperativeMultiSwarmDifferentialEvolution,runtime_error,NameError: name 'global_best_x' is not defined
qwen3.5-27b,1,89,EnhancedDifferentialEvolutionWithMultiSwarm,runtime_error,NameError: name 'global_best_x' is not defined
qwen3.5-27b,1,90,CovarianceAdaptiveGlobalSearch,runtime_error,"ValueError: shapes (5,1) and (5,2) not aligned: 1 (dim 1) != 5 (dim 0)"
qwen3.5-27b,1,92,CooperativeAdaptiveDifferentialEvolution,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,1,96,EnhancedDifferentialEvolutionWithMultiSwarm,import_violation,collections is currently not allowed to be imported in this framework.
qwen3.5-27b,1,97,EnhancedDifferentialEvolutionWithMultiSwarm,runtime_error,AttributeError: 'numpy.ndarray' object has no attribute 'append'
qwen3.5-27b,2,1,DifferentialEvolution,runtime_error,timeout: exceeded 10s smoke-test budget
qwen3.5-27b,2,6,SynergisticAdaptiveSearch,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,2,11,AdaptiveEvolutionaryOptimization,unclassified_success,ok
qwen3.5-27b,2,12,AdaptiveEvolutionaryOptimization,runtime_error,NameError: name 'MAX_HISTORY_SIZE' is not defined
qwen3.5-27b,2,23,AdaptiveEvolutionaryOptimization,unclassified_success,ok
qwen3.5-27b,2,27,ProgressiveAdaptiveDifferentialEvolution,interface_mismatch,__call__ failed: unsupported operand type(s) for /=: 'list' and 'float'
qwen3.5-27b,2,31,AdaptiveEvolutionaryOptimization,runtime_error,UnboundLocalError: cannot access local variable 'std_F' where it is not associated with a value
qwen3.5-27b,2,33,AdaptiveEvolutionaryOptimization,runtime_error,ValueError: too many values to unpack (expected 2)
qwen3.5-27b,2,38,AdaptiveDifferentialEvolutionHybrid,unclassified_success,ok
qwen3.5-27b,2,39,EnhancedAdaptiveDifferentialEvolution,unclassified_success,ok
qwen3.5-27b,2,46,LShadeAdaptiveDE,runtime_error,"ValueError: not enough values to unpack (expected 3, got 1)"
qwen3.5-27b,2,50,AdaptiveDifferentialEvolutionPlus,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,2,52,AdaptiveDifferentialEvolutionPlus2,runtime_error,ValueError: a must be 1-dimensional
qwen3.5-27b,2,53,AdaptiveDifferentialEvolutionPlus,interface_mismatch,__call__ failed: cannot unpack non-iterable numpy.int64 object
qwen3.5-27b,2,55,RobustAdaptiveDifferentialEvolution,runtime_error,NameError: name 'dim' is not defined
qwen3.5-27b,2,58,QuantumAdaptiveParticleSwarm,runtime_error,AttributeError: 'QuantumAdaptiveParticleSwarm' object has no attribute 'evaluations_used'
qwen3.5-27b,2,62,EntropyRegularizedLevySwarm,runtime_error,AttributeError: module 'numpy' has no attribute 'math'
qwen3.5-27b,2,64,AdaptiveDEWithArchive,runtime_error,NameError: name 'dim' is not defined
qwen3.5-27b,2,65,AdaptiveDifferentialEvolutionPlus,import_violation,collections is currently not allowed to be imported in this framework.
qwen3.5-27b,2,66,AdaptiveDifferentialEvolutionPlus,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,2,69,AdaptiveDifferentialEvolutionPlus,unclassified_success,ok
qwen3.5-27b,2,76,EnhancedArchiveDifferentialEvolution,runtime_error,ValueError: probabilities contain NaN
qwen3.5-27b,2,79,RobustArchiveDifferentialEvolution,runtime_error,UnboundLocalError: cannot access local variable 'r1' where it is not associated with a value
qwen3.5-27b,2,80,AdaptiveLévyDifferentialEvolution,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,2,82,AdaptiveArchiveDifferentialEvolution,runtime_error,ValueError: probabilities contain NaN
qwen3.5-27b,2,86,AdaptiveCauchyArchiveDE,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,2,87,MultiArchiveEnhancedDE,runtime_error,NameError: name 'population' is not defined
qwen3.5-27b,2,88,AdaptiveCoordinateDescentWithMemory,unclassified_success,ok
qwen3.5-27b,2,90,AdaptiveCauchyLSHARedDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,2,91,AdaptiveDualModeDifferentialEvolution,runtime_error,ValueError: probabilities contain NaN
qwen3.5-27b,2,92,AdaptiveCauchyDifferentialEvolution,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,2,95,EnhancedAdaptiveDifferentialEvolution,code_generation,"'(' was never closed (<unknown>, line 216)"
qwen3.5-27b,2,96,OptimizedDifferentialEvolution,runtime_error,__init__ raised NameError: name 'population_size' is not defined
qwen3.5-27b,2,99,AdaptiveCovarianceEvolution,runtime_error,"ValueError: operands could not be broadcast together with shapes (2,) (2,4) "
qwen3.5-27b,3,2,AdaptiveClusterDifferentialSearch,code_generation,"expected 'else' after 'if' expression (<unknown>, line 180)"
qwen3.5-27b,3,7,HierarchicalScaleSearch,import_violation,"collections, collections, scipy.stats.qmc are currently not allowed to be imported in this framework."
qwen3.5-27b,3,10,MemoryAdaptiveDifferentialEvolution,runtime_error,ValueError: Cannot take a larger sample than population when 'replace=False'
qwen3.5-27b,3,11,HybridAdaptiveDifferentialSearch,interface_mismatch,__call__ failed: unsupported operand type(s) for /: 'list' and 'float'
qwen3.5-27b,3,12,AdaptiveMultiModeDifferentialSearch,runtime_error,ValueError: 'a' and 'p' must have same size
qwen3.5-27b,3,14,EnhancedAdaptiveDifferentialEvolution,runtime_error,__init__ raised NameError: name 'EnhancedAdaptiveDifferentialEvolution' is not defined
qwen3.5-27b,3,16,StagnationAwareAdaptiveDE,interface_mismatch,__call__ failed: StagnationAwareAdaptiveDE._generate_next_generation() got an unexpected keyword argument 'return_offspring'
qwen3.5-27b,3,17,AdaptiveStrategicEvolution,runtime_error,"ValueError: setting an array element with a sequence. The requested array has an inhomogeneous shape after 2 dimensions. The detected shape was (22, 2) + inhomogeneous part."
qwen3.5-27b,3,19,AdaptiveMultiStrategyDifferentialEvolution,interface_mismatch,__call__ failed: unsupported operand type(s) for -: 'float' and 'NoneType'
qwen3.5-27b,3,20,AdaptiveGaussianCoordinateSearch,interface_mismatch,__init__ failed: Cannot cast ufunc 'divide' output from dtype('float64') to dtype('int64') with casting rule 'same_kind'
qwen3.5-27b,3,21,AdaptiveHybridDifferentialSearch,runtime_error,AttributeError: 'AdaptiveHybridDifferentialSearch' object has no attribute 'use_opposition'
qwen3.5-27b,3,22,AdaptiveStrategicDifferentialEvolution,runtime_error,UnboundLocalError: cannot access local variable 'best_idx' where it is not associated with a value
qwen3.5-27b,3,24,AdaptiveJadedDifferentialSearch,runtime_error,UnboundLocalError: cannot access local variable 'r4' where it is not associated with a value
qwen3.5-27b,3,30,AdaptiveHybridDifferentialEvolution,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,31,RobustAdaptiveLevyDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,32,AdaptiveCauchyDifferentialEvolution,interface_mismatch,__call__ failed: unsupported operand type(s) for +: 'dict_values' and 'float'
qwen3.5-27b,3,40,EnhancedAdaptiveDifferentialEvolution,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,3,43,BudgetAwareCovarianceEvolution,runtime_error,AttributeError: 'float' object has no attribute 'reshape'
qwen3.5-27b,3,45,AdaptiveCovarianceSearch,runtime_error,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
qwen3.5-27b,3,46,AdaptiveMultiStrategyDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,47,AdaptiveMemeticDifferentialEvolution,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,3,48,EnhancedAdaptiveCauchyDifferentialEvolution,runtime_error,ValueError: Cannot take a larger sample than population when 'replace=False'
qwen3.5-27b,3,50,AdaptiveLShadeHybridDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,53,AdaptiveEnsembleDifferentialEvolution,unclassified_success,ok
qwen3.5-27b,3,57,JadeEnhancedAffineDE,import_violation,collections is currently not allowed to be imported in this framework.
qwen3.5-27b,3,58,AffineInvarianceRobustDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,60,AdaptiveMultiStrategyDE,unclassified_success,ok
qwen3.5-27b,3,63,AdaptiveCauchyDifferentialEvolution,runtime_error,ValueError: probabilities are not non-negative
qwen3.5-27b,3,65,MemeticAdaptiveLSDADE,interface_mismatch,__call__ failed: only integer scalar arrays can be converted to a scalar index
qwen3.5-27b,3,66,AdaptiveEnsembleDifferentialEvolution,interface_mismatch,__call__ failed: object of type 'int' has no len()
qwen3.5-27b,3,69,EnhancedDifferentialEvolution,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,3,71,RobustAdaptiveDifferentialEvolution,runtime_error,ValueError: Cannot take a larger sample than population when 'replace=False'
qwen3.5-27b,3,72,HeterogeneousAdaptiveDifferentialEvolution,runtime_error,NameError: name 'p' is not defined
qwen3.5-27b,3,73,SynergyAdaptiveDifferentialEvolution,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,74,RobustAdaptiveCovarianceOptimizer,runtime_error,__init__ raised NameError: name 'mu_size' is not defined
qwen3.5-27b,3,78,EnsembleAdaptiveDifferentialEvolution,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,80,VarianceScaledJadeDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,82,AdaptiveCauchyDifferentialEvolution,runtime_error,AttributeError: 'AdaptiveCauchyDifferentialEvolution' object has no attribute 'dim'
qwen3.5-27b,3,83,AdaptiveMultiStrategyDifferentialEvolution,runtime_error,"ValueError: all the input array dimensions except for the concatenation axis must match exactly, but along dimension 1, the array at index 0 has size 2 and the array at index 1 has size 0"
qwen3.5-27b,3,86,EnhancedCauchyDifferentialEvolution,runtime_error,AttributeError: 'EnhancedCauchyDifferentialEvolution' object has no attribute 'stagnation_threshold'
qwen3.5-27b,3,87,RobustL_SHADE,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,3,88,AffineRobustDifferentialEvolution,runtime_error,NameError: name '_sample_cauchy' is not defined
qwen3.5-27b,3,89,HeterogeneousAdaptiveDifferentialEvolution,runtime_error,__init__ raised NameError: name 'max_generations' is not defined
qwen3.5-27b,3,92,AdaptiveCauchyDifferentialEvolution,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,3,94,LShadeAdaptiveDifferentialEvolution,interface_mismatch,__call__ failed: can't multiply sequence by non-int of type 'float'
qwen3.5-27b,4,6,NovelHybridOptimizer,runtime_error,NameError: name 'budget' is not defined
qwen3.5-27b,4,8,AdaptiveMemoryDE,runtime_error,timeout: exceeded 10s smoke-test budget
qwen3.5-27b,4,11,LevyDiversityDE,runtime_error,NameError: name 'dim' is not defined
qwen3.5-27b,4,12,LHSCauchyDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,4,14,EnhancedHarmonicDE,import_violation,scipy.stats is currently not allowed to be imported in this framework.
qwen3.5-27b,4,15,HarmonicLévyDE,unclassified_success,ok
qwen3.5-27b,4,16,HarmonicDE_Lévy,runtime_error,ValueError: math domain error
qwen3.5-27b,4,17,LevyHarmonyDE,unclassified_success,ok
qwen3.5-27b,4,18,HarmonicDE,runtime_error,ValueError: probabilities contain NaN
qwen3.5-27b,4,19,HarmonicLevyDE,runtime_error,__init__ raised NameError: name 'budget_remaining' is not defined
qwen3.5-27b,4,20,LevyHarmonicDE,unclassified_success,ok
qwen3.5-27b,4,21,HarmonyLévyDE,unclassified_success,ok
qwen3.5-27b,4,22,QuantumHarmonyDE,runtime_error,AttributeError: module 'numpy' has no attribute 'gamma'
qwen3.5-27b,4,23,AdaptiveHarmonicDE,interface_mismatch,__call__ failed: 'NoneType' object is not callable
qwen3.5-27b,4,25,HarmonicLevyDE,code_generation,"invalid syntax (<unknown>, line 81)"
qwen3.5-27b,4,27,EnhancedHarmonicDE,runtime_error,NameError: name 'gamma' is not defined
qwen3.5-27b,4,28,AdaptiveLevyHarmonyDE,unclassified_success,ok
qwen3.5-27b,4,32,AdaptiveHarmonicLévyDE,runtime_error,ValueError: 'a' cannot be empty unless no samples are taken
qwen3.5-27b,4,33,ResonantHarmonicDE,runtime_error,AttributeError: 'ResonantHarmonicDE' object has no attribute 'ub'
qwen3.5-27b,4,35,AdaptiveHarmonicLévyDE,unclassified_success,ok
qwen3.5-27b,4,36,QuantumHarmonicDE,runtime_error,NameError: name 'budget' is not defined
qwen3.5-27b,4,37,HarmonicLévyDE,unclassified_success,ok
qwen3.5-27b,4,40,HarmonicResonanceDE,runtime_error,NameError: name 'alpha' is not defined
qwen3.5-27b,4,47,AdaptiveHarmonicDE,runtime_error,AttributeError: 'AdaptiveHarmonicDE' object has no attribute 'population'
qwen3.5-27b,4,48,SymbioticEvolutionaryOptimizer,runtime_error,NameError: name 'valid_pos' is not defined
qwen3.5-27b,4,50,HarmonicLévyDE,code_generation,"expected an indented block after 'else' statement on line 226 (<unknown>, line 230)"
qwen3.5-27b,4,51,SpectralResonantDE,unclassified_success,ok
qwen3.5-27b,4,52,EnhancedHarmonicLévyDE,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,4,55,HarmonicAdaptiveDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,4,56,SpectralHarmonicDE,runtime_error,__init__ raised NameError: name 'pop_size' is not defined
qwen3.5-27b,4,58,HarmonicResonantDE,runtime_error,IndexError: list index out of range
qwen3.5-27b,4,62,QuantumResonantDE,unclassified_success,ok
qwen3.5-27b,4,63,HarmonicAdaptiveDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,4,68,FluxResonantDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,4,69,HarmonicArchiveMemeticDE,runtime_error,timeout: exceeded 10s smoke-test budget
qwen3.5-27b,4,72,HarmonicResonantDE,unclassified_success,ok
qwen3.5-27b,4,75,AdaptiveHarmonicDE,runtime_error,NameError: name 'func' is not defined
qwen3.5-27b,4,81,FluxHarmonicDE,import_violation,collections is currently not allowed to be imported in this framework.
qwen3.5-27b,4,82,AdaptiveHarmonicDE,runtime_error,ValueError: probabilities do not sum to 1
qwen3.5-27b,4,83,AdaptiveDistributionOptimizer,runtime_error,AttributeError: 'AdaptiveDistributionOptimizer' object has no attribute 'population'
qwen3.5-27b,4,87,SpectralResonantDE,import_violation,collections is currently not allowed to be imported in this framework.
qwen3.5-27b,4,88,LévyResonantDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,4,91,SpectralResonantDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
qwen3.5-27b,4,93,EnhancedSpectralResonantDE,runtime_error,ValueError: a must be 1-dimensional
qwen3.5-27b,4,98,SpectralResonantDE,runtime_error,AttributeError: module 'numpy.random' has no attribute 'cauchy'
rnj-1-8b,0,19,,code_generation,no class definition found
rnj-1-8b,0,20,,code_generation,no class definition found
rnj-1-8b,0,21,,code_generation,no class definition found
rnj-1-8b,0,22,,code_generation,no class definition found
rnj-1-8b,0,23,,code_generation,no class definition found
rnj-1-8b,0,24,,code_generation,no class definition found
rnj-1-8b,0,25,,code_generation,no class definition found
rnj-1-8b,0,26,,code_generation,no class definition found
rnj-1-8b,0,27,,code_generation,no class definition found
rnj-1-8b,0,28,,code_generation,no class definition found
rnj-1-8b,0,29,,code_generation,no class definition found
rnj-1-8b,0,30,,code_generation,no class definition found
rnj-1-8b,0,31,,code_generation,no class definition found
rnj-1-8b,0,32,,code_generation,no class definition found
rnj-1-8b,0,33,,code_generation,no class definition found
rnj-1-8b,0,34,,code_generation,no class definition found
rnj-1-8b,0,35,,code_generation,no class definition found
rnj-1-8b,0,36,,code_generation,no class definition found
rnj-1-8b,0,37,,code_generation,no class definition found
rnj-1-8b,0,38,,code_generation,no class definition found
rnj-1-8b,0,39,,code_generation,no class definition found
rnj-1-8b,0,40,,code_generation,no class definition found
rnj-1-8b,0,41,,code_generation,no class definition found
rnj-1-8b,0,42,,code_generation,no class definition found
rnj-1-8b,0,43,,code_generation,no class definition found
rnj-1-8b,0,44,,code_generation,no class definition found
rnj-1-8b,0,45,,code_generation,no class definition found
rnj-1-8b,0,46,,code_generation,no class definition found
rnj-1-8b,0,47,,code_generation,no class definition found
rnj-1-8b,0,48,,code_generation,no class definition found
rnj-1-8b,0,49,,code_generation,no class definition found
rnj-1-8b,0,50,,code_generation,no class definition found
rnj-1-8b,0,51,,code_generation,no class definition found
rnj-1-8b,0,52,,code_generation,no class definition found
rnj-1-8b,0,53,,code_generation,no class definition found
rnj-1-8b,0,54,,code_generation,no class definition found
rnj-1-8b,0,55,,code_generation,no class definition found
rnj-1-8b,0,56,,code_generation,no class definition found
rnj-1-8b,0,57,,code_generation,no class definition found
rnj-1-8b,0,58,,code_generation,no class definition found
rnj-1-8b,0,59,,code_generation,no class definition found
rnj-1-8b,0,60,,code_generation,no class definition found
rnj-1-8b,0,61,AdaptiveRandomSearch,runtime_error,ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
rnj-1-8b,0,62,,code_generation,no class definition found
rnj-1-8b,0,63,,code_generation,no class definition found
rnj-1-8b,0,64,,code_generation,no class definition found
rnj-1-8b,0,65,,code_generation,no class definition found
rnj-1-8b,0,66,,code_generation,no class definition found
rnj-1-8b,0,67,,code_generation,no class definition found
rnj-1-8b,0,68,,code_generation,no class definition found
rnj-1-8b,0,69,,code_generation,no class definition found
rnj-1-8b,0,70,,code_generation,no class definition found
rnj-1-8b,0,71,,code_generation,no class definition found
rnj-1-8b,0,72,,code_generation,no class definition found
rnj-1-8b,0,73,AdaptiveRandomSearch,interface_mismatch,__call__ failed: '<' not supported between instances of 'float' and 'NoneType'
rnj-1-8b,0,74,,code_generation,no class definition found
rnj-1-8b,0,75,,code_generation,no class definition found
rnj-1-8b,0,76,,code_generation,no class definition found
rnj-1-8b,0,77,,code_generation,no class definition found
rnj-1-8b,0,78,,code_generation,no class definition found
rnj-1-8b,0,79,,code_generation,no class definition found
rnj-1-8b,0,80,,code_generation,no class definition found
rnj-1-8b,0,81,,code_generation,no class definition found
rnj-1-8b,0,82,,code_generation,no class definition found
rnj-1-8b,0,83,,code_generation,no class definition found
rnj-1-8b,0,84,,code_generation,no class definition found
rnj-1-8b,0,85,,code_generation,no class definition found
rnj-1-8b,0,86,,code_generation,no class definition found
rnj-1-8b,0,87,,code_generation,no class definition found
rnj-1-8b,0,88,,code_generation,no class definition found
rnj-1-8b,0,89,,code_generation,no class definition found
rnj-1-8b,0,90,,code_generation,no class definition found
rnj-1-8b,0,91,,code_generation,no class definition found
rnj-1-8b,0,92,,code_generation,no class definition found
rnj-1-8b,0,93,,code_generation,no class definition found
rnj-1-8b,0,94,,code_generation,no class definition found
rnj-1-8b,0,95,,code_generation,no class definition found
rnj-1-8b,0,96,,code_generation,no class definition found
rnj-1-8b,0,97,,code_generation,no class definition found
rnj-1-8b,0,98,,code_generation,no class definition found
rnj-1-8b,0,99,,code_generation,no class definition found
rnj-1-8b,2,20,,code_generation,no class definition found
rnj-1-8b,2,22,,code_generation,no class definition found
rnj-1-8b,2,30,,code_generation,no class definition found
rnj-1-8b,2,31,,code_generation,no class definition found
rnj-1-8b,2,32,,code_generation,no class definition found
rnj-1-8b,2,33,,code_generation,no class definition found
rnj-1-8b,2,34,,code_generation,no class definition found
rnj-1-8b,2,35,,code_generation,no class definition found
rnj-1-8b,2,36,,code_generation,no class definition found
rnj-1-8b,2,37,,code_generation,no class definition found
rnj-1-8b,2,38,,code_generation,no class definition found
rnj-1-8b,2,39,,code_generation,no class definition found
rnj-1-8b,2,40,,code_generation,no class definition found
rnj-1-8b,2,41,,code_generation,no class definition found
rnj-1-8b,2,42,,code_generation,no class definition found
rnj-1-8b,2,43,,code_generation,no class definition found
rnj-1-8b,2,44,,code_generation,no class definition found
rnj-1-8b,2,46,,code_generation,no class definition found
rnj-1-8b,2,47,,code_generation,no class definition found
rnj-1-8b,2,48,,code_generation,no class definition found
rnj-1-8b,2,49,,code_generation,no class definition found
rnj-1-8b,2,50,,code_generation,no class definition found
rnj-1-8b,2,51,,code_generation,no class definition found
rnj-1-8b,2,52,,code_generation,no class definition found
rnj-1-8b,2,53,,code_generation,no class definition found
rnj-1-8b,2,54,,code_generation,no class definition found
rnj-1-8b,2,55,,code_generation,no class definition found
rnj-1-8b,2,56,,code_generation,no class definition found
rnj-1-8b,2,57,,code_generation,no class definition found
rnj-1-8b,2,59,,code_generation,no class definition found
rnj-1-8b,2,60,,code_generation,no class definition found
rnj-1-8b,2,61,,code_generation,no class definition found
rnj-1-8b,2,62,,code_generation,no class definition found
rnj-1-8b,2,63,,code_generation,no class definition found
rnj-1-8b,2,64,,code_generation,no class definition found
rnj-1-8b,2,65,,code_generation,no class definition found
rnj-1-8b,2,66,,code_generation,no class definition found
rnj-1-8b,2,67,,code_generation,no class definition found
rnj-1-8b,2,68,,code_generation,no class definition found
rnj-1-8b,2,69,,code_generation,no class definition found
rnj-1-8b,2,70,,code_generation,no class definition found
rnj-1-8b,2,71,,code_generation,no class definition found
rnj-1-8b,2,73,,code_generation,no class definition found
rnj-1-8b,2,74,,code_generation,no class definition found
rnj-1-8b,2,75,,code_generation,no class definition found
rnj-1-8b,2,76,,code_generation,no class definition found
rnj-1-8b,2,77,,code_generation,no class definition found
rnj-1-8b,2,78,,code_generation,no class definition found
rnj-1-8b,2,79,,code_generation,no class definition found
rnj-1-8b,2,81,,code_generation,no class definition found
rnj-1-8b,2,82,,code_generation,no class definition found
rnj-1-8b,2,83,,code_generation,no class definition found
rnj-1-8b,2,84,,code_generation,no class definition found
rnj-1-8b,2,85,,code_generation,no class definition found
rnj-1-8b,2,86,,code_generation,no class definition found
rnj-1-8b,2,87,,code_generation,no class definition found
rnj-1-8b,2,88,,code_generation,no class definition found
rnj-1-8b,2,89,,code_generation,no class definition found
rnj-1-8b,2,90,,code_generation,no class definition found
rnj-1-8b,2,91,,code_generation,no class definition found
rnj-1-8b,2,92,,code_generation,no class definition found
rnj-1-8b,2,93,,code_generation,no class definition found
rnj-1-8b,2,94,,code_generation,no class definition found
